dcontributor,dsubjecs,dtitle,Year
曾述棨;王治昌,于焌年;孙德全;楊学沂;汉冶萍公司;清册;王勳;调查;财务;预算,盛宣怀致曾述棨、王治昌函,1910-1914
汉冶萍公司董事经理,商务;土地;張赞辰;汉冶萍公司;物价;股东;调查;财务;邱瑞麟;铁,盛宣怀致汉冶萍公司董事经理函,1910-1914
段芝贵,公务;实业;工厂;汉冶萍公司;矿务;股票;调查,盛宣怀致段芝贵函,1910-1914
吕调元,公务;北京实业研究会;汉冶萍公司;矿务;章程,盛宣怀致吕调元函,1910-1914
林志道,信函;公务;吴健;工程;李维格;汉冶萍公司;矿务,盛宣怀致林志道函,1910-1914
于焌年等;楊学沂;王勳,债券;汉冶萍公司;章程;董事会;陳廷绪,盛宣怀致楊学沂、王勳、于焌年等函,1910-1914
李纯,开工;矿务;管理;萍乡煤矿,盛宣怀致李纯函,1910-1914
李纯;汪廷闓;赵芝山,商务;契约;实业;张之洞;张赞辰;李寿銓;李烈钧;汉冶萍公司;矿务;萍乡煤矿;集成公司,盛宣怀致李纯、汪廷闓、赵芝山函,1910-1914
程德全,土地;汉冶萍公司;股票;财产;赈济,盛宣怀致程德全函,1910-1914
三井洋行,中国通商银行;会见;度支部;汉冶萍公司;疾病;还贷;钦差,盛宣怀致三井洋行函,1910-1914
王存善,借贷;合同;实业;抵押;横滨正金银行;汉冶萍公司;矿务;租借;股东;财产;财务;轮船招商局;运输;铁路;银行,盛宣怀致王存善函,1910-1914
李维格,于焌年;人事;合同;大岛道太郎;工程师;横滨正金银行;汉冶萍公司;王勳,盛宣怀致李维格函,1910-1914
汉冶萍公司董事諸公,人事;合同;外籍工师;李维格;横滨正金银行;汉冶萍公司;王勳,盛宣怀致汉冶萍公司董事諸公函,1910-1914
包希蔺,借贷;合同;横滨正金银行;汉冶萍公司;电报;财务;黄锡赓,盛宣怀致包希蔺函,1910-1914
,会议;借贷;公务;官商合办;汉冶萍公司;电报,盛宣怀电报稿,1910-1914
日本制铁所;横滨正金银,借贷;合同;外币;抵押;日本制铁所;横滨正金银行;汉冶萍公司,盛宣怀、李维格致日本制铁所、横滨正金银行,1910-1914
于焌年,商务;实业;工程;李维格;汉冶萍公司;联合会;财务,盛宣怀致于焌年函,1910-1914
于焌年,事业;人事;工程;成本;机关;李维格;汉冶萍公司;清单;股票;薪俸;财务,盛宣怀致于焌年函,1910-1914
李维格,信函;吴健;大岛道太郎;孙德全;工程;徐增祚;楊子机器制造公司;王光;王勳;董事会;财务;采办,盛宣怀致李维格函,1910-1914
李维格,汉冶萍公司;温秉仁;疾病;薪俸;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,大岛道太郎;汉冶萍公司;王勳;赖倫;预算,盛宣怀致李维格函,1910-1914
李维格,公务;吴健;汉冶萍公司;矿务;薪俸;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,信函;大岛道太郎;汉冶萍公司;王勳;电报;赖倫,盛宣怀致李维格函,1910-1914
李维格,公务;汉冶萍公司;财务,盛宣怀致李维格函,1910-1914
李维格,合同;汉冶萍公司;湖北水泥厂;码头;运输;铁路,盛宣怀致李维格函,1910-1914
李维格,勘察;大冶铁矿;大岛道太郎;汉冶萍公司,盛宣怀致李维格函,1910-1914
李维格,卢洪昶;汉冶萍公司;疾病;矿务;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,借贷;债务;吴健;大岛道太郎;机器;楊士琦;汉冶萍公司;船只;财务;采办,盛宣怀致李维格函,1910-1914
李维格,土地买卖;大岛道太郎;徐增祚;机器;汉冶萍公司;管理;薪俸;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,上海;水脚;汉冶萍公司;煤;矿产;运输;采掘;铁矿,盛宣怀致李维格函,1910-1914
李维格,制造;卢成章;工程;李寿铨;汉冶萍公司;煤;疾病;矿务;赖倫;铁路;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,安源煤矿;汉冶萍公司;煤;王勳;矿务;赖倫;销售;预算;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,吴健;大岛道太郎;徐增祚;房屋;李建德;汉冶萍公司;测绘;火車;王宠佑;矿产;矿务;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,三井洋行;三菱洋行;合同;大倉洋行;汉冶萍公司;王勳;肥料炉;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,人事;吴健;外籍工师;学生;安源煤矿;張菊人;汉冶萍公司;矿务;赖倫;黄锡赓,盛宣怀致李维格函,1910-1914
李维格,三井洋行;吴健;官商合办;汉冶萍公司;轮船;运输;铁矿;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,汉冶萍公司;调查;财产;财务;钢炉,盛宣怀致李维格函,1910-1914
于焌年,大冶铁矿;李维格;汉冶萍公司;财务;钢炉,盛宣怀致于焌年函,1910-1914
李维格,吴健;商务;土地买卖;大岛道太郎;机器;林薇阁;楊子机器制造公司;汉冶萍公司;王勳;股票;财务;采办,盛宣怀致李维格函,1910-1914
李维格,汉冶萍公司;股票;账务,盛宣怀致李维格函,1910-1914
李维格,卢洪昶;土地;契约;汉冶萍公司;陳其瑢,盛宣怀致李维格函,1910-1914
卢洪昶,地契;契约;宋煒臣;李维格;陳其瑢,盛宣怀致卢洪昶函,1910-1914
李维格,交通银行;债务;合同;抵押;汉冶萍公司;税务;董事会;财务;银行;预算,盛宣怀致李维格函,1910-1914
李维格,交通银行;借贷;合同;大清银行;小田切万寿之助;抵押;汉冶萍公司;煤;物料;端方;董事会;财务;采办;预算,盛宣怀致李维格函,1910-1914
李维格,周万鹏;汉阳铁厂;电报;电政总局;电费,盛宣怀致李维格函（1号）,1910-1914
李维格,借贷;华俄道胜银行;合同;汉冶萍公司;电报;银行,盛宣怀致李维格函,1910-1914
李维格,估价;川汉铁路;直方公司造砖机器厂;财产;财务;销售,盛宣怀致李维格函（6号）,1910-1914
李维格,合同;担文;楊学沂;汉冶萍公司;电报;矿产;美国;西泽公雄;赵兴昌;采办,盛宣怀致李维格函,1910-1914
李维格,汉冶萍公司;生产;统计;财务;铁,盛宣怀致李维格函（7号）,1910-1914
李维格,会见;保林公司;汉冶萍公司;电报;苏龕;采办;钢轨;锦爱铁路,盛宣怀致李维格函（2号）,1910-1914
李维格,严义彬;制造;南洋勸业会;卢洽卿;汉冶萍公司,盛宣怀致李维格函（8号）,1910-1914
李维格,契约;广济县;汉冶萍公司;湖北矿政局;矿务;采办,盛宣怀致李维格函（9号）,1910-1914
李维格,农作物;出口;合同;汉冶萍公司,盛宣怀致李维格函（10号）,1910-1914
李维格,人事;卢洽卿;商务;汉冶萍公司;潘毓初;王勳,盛宣怀致李维格函,1910-1914
李维格,借贷;合同;大仓洋行;日本制铁所;横滨正金银行;汉冶萍公司;疾病;矿务;董事会;财务;还贷;预算;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,估价;利息;土地买卖;房屋;汉冶萍公司;王光;租借,盛宣怀致李维格函,1910-1914
李维格,大来洋行;汉冶萍公司;薪俸;运输;铁,盛宣怀致李维格函（12号）,1910-1914
李维格,汉冶萍公司;温秉仁;煤矿;矿务;股票;铁矿,盛宣怀致李维格函,1910-1914
李维格,信函;商务;朱如山;汉冶萍公司;股票,盛宣怀致李维格函（13号）,1910-1914
李维格,朱如山;汉冶萍公司;股票,盛宣怀致李维格电,1910-1914
李维格,严义彬;大来洋行;房屋;汉冶萍公司;码头;租借;轮船招商局;采办;陳蔭明,盛宣怀致李维格函（14号）,1910-1914
李维格,三菱洋行;借贷;债务;外务部;大仓洋行;横滨正金银行;汇丰银行;汉冶萍公司;物料;码头;纱厂;義品洋行;董事会;财务;钢轨;银行;预算,盛宣怀致李维格函,1910-1914
李维格,三井洋行;信函;汉冶萍公司;疾病;西泽公雄;高木陆郎,盛宣怀致李维格函（15号）,1910-1914
李维格,信函;刘庆汾;汉冶萍公司;王彦武;股票;金忠讚,盛宣怀致李维格函（16号）,1910-1914
李维格,信函;汉冶萍公司;电报,盛宣怀致李维格函,1910-1914
李维格,大冶铁矿;护照;汉冶萍公司;火药;章程;采办;陳荫明,盛宣怀致李维格函（18号）,1910-1914
李维格,刘庆汾;吴荫庭;汉冶萍公司;股票;袁鑑;财务,盛宣怀致李维格函（19号）,1910-1914
李维格,公告;川汉铁路;汉冶萍公司;粤汉铁路;股东;钢轨;铁;锦爱铁路,盛宣怀致李维格函,1910-1914
李维格,商务;汉冶萍公司;王光;租界;销售,盛宣怀致李维格函,1910-1914
李维格,林志熙;汉冶萍公司;物料;预算,盛宣怀致李维格函,1910-1914
李维格,京汉铁路;借款;债券;大仓洋行;横滨正金银行;汇丰银行;汉冶萍公司;汴洛铁路;股东;股票;董事会;陈荫明;预算,盛宣怀致李维格函,1910-1914
李维格,借贷;化铁炉;商务;汉冶萍公司;股东,盛宣怀致李维格函（22号）,1910-1914
李维格,借贷;华俄道胜银行;抵押;财务;银行,盛宣怀致李维格函（3号）,1910-1914
李维格,借贷;合同;大仓洋行;律师;日本;汉冶萍公司;煤;销售,盛宣怀致李维格函,1910-1914
李维格,冶炼;吕柏;汉冶萍公司;煤;矿务,盛宣怀致李维格函,1910-1914
李维格,债券;合同;小田切万寿之助;横滨正金银行;汉冶萍公司;矿务;西泽公雄;采办;钢轨;铁;铃木,盛宣怀致李维格函,1910-1914
李维格,利息;定货;杨子机器制造公司;汇票;汉冶萍公司;王光;留学生;约翰书院;董事会;郭承恩;钱庄;银行;麦加利银行,盛宣怀致李维格函,1910-1914
李维格,合同;吴作镆;大仓洋行;担文;日本制铁所;汉冶萍公司;沈敦和;煤;王勳;矿务,盛宣怀致李维格函,1910-1914
李维格,川粤铁路;汉冶萍公司;电报;采办;钢轨,盛宣怀致李维格函（4号）,1910-1914
李维格,借贷;公务;合同;实相寺贞彦;横滨正金银行;汉冶萍公司;电报;肖成濬,盛宣怀致李维格函（27号）,1910-1914
李维格,井上準之助;汉冶萍公司;股东;财务;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,井上準之助;估价;南皮;土地买卖;楊学沂;汉冶萍公司;瑞澂;盛春颐;薪俸,盛宣怀致李维格函,1910-1914
李维格,会见;公务;汉冶萍公司;税务处;轮船,盛宣怀致李维格函（28号）,1910-1914
李维格,冯嘉锡;冶炼;汉冶萍公司;电报;礼和洋行;铁,盛宣怀致李维格函（29号）,1910-1914
李维格,南京;南洋勸业会;唐文治;学部堂;工科大学;林志熙;汉冶萍公司;股东;萍乡煤矿,盛宣怀致李维格函（30号）,1910-1914
李维格,会见;卢洪昶;合同;大仓洋行;宣城煤矿;工程师;汉冶萍公司;温秉仁;煤;矿务;销售,盛宣怀致李维格函,1910-1914
李维格,合同;朱啟钤;李德顺;汉冶萍公司;瑞澂;薪俸;财务;钢轨;铁路;顾润章,盛宣怀致李维格函（32号）,1910-1914
李维格,华侨;印度尼西亚;合同;新加坡;梁炳农;楊学沂;汉冶萍公司;泰国;越南;铁;销售;陈荫明,盛宣怀致李维格函,1910-1914
李维格,博德;合同;吕柏;汉冶萍公司;汉阳铁厂;王庭珠;矿务;经费;请假,盛宣怀致李维格函（34号）,1910-1914
李维格,开工;汉冶萍公司;租借;铁矿,盛宣怀致李维格函（35号）,1910-1914
李维格,合同;朱啟鈐;汉冶萍公司;津浦铁路;采办;钢轨,盛宣怀致李维格函（36号）,1910-1914
李维格,大冶铁矿;汉冶萍公司;瑞澂;谘议局,盛宣怀致李维格函,1910-1914
瑞澂,人事;大冶铁矿;学堂;李维格;汉冶萍公司;矿务;股东;谘议局,盛宣怀致瑞澂函,1910-1914
李维格,信函;履历;汉冶萍公司;禀文;赈济,盛宣怀致李维格函（37号）,1910-1914
李维格,借贷;公司;华侨;实相寺贞彦;小田切万寿之助;抵押;汉冶萍公司;王勳;电报;股;谘议局;铁路;预算,盛宣怀致李维格函,1910-1914
李维格,借贷;公务;六合公司;利息;小田切万寿之助;山本条太郎;汉冶萍公司;财务,盛宣怀致李维格函,1910-1914
高木陆郎,会见;借贷;六合公司;小田切万寿之助;山本条太郎;李维格;汉冶萍公司;清单,盛宣怀致高木陆郎函,1910-1914
？,孙武;林志熙;汉冶萍公司;管理;股东大会;董事会;财务;赈济,盛宣怀致？函,1910-1914
李纯;汪瑞闓;赵芝山,契约;張之洞;張赞宸;李寿銓;李烈钧;汉冶萍公司;汉阳铁厂;生产;矿务;管理;萍乡煤矿;采掘;集成公司,盛宣怀致李纯、汪瑞闓、赵芝山函,1910-1914
李纯,冶炼;实业;李烈钧;株萍铁路;欧阳彦谟;汉冶萍公司;煤;萍乡煤矿;采掘;铁,盛宣怀致李纯函,1910-1914
叶景葵,借贷;物价;股票;财务;钢轨,盛宣怀致叶景葵函,1910-1914
王存善,汉冶萍公司;董事会;财务;轮船招商局,盛宣怀致王存善函,1910-1914
吴作謨,会议;官商合办;汉冶萍公司,盛宣怀致吴作謨函,1910-1914
汉冶萍公司董事会,公务;医疗;王存善,盛宣怀致汉冶萍公司董事会函,1910-1914
汉冶萍公司董事会,于焌年;商务;彭脱;汇票;汉冶萍公司;物料;王勳;董事会;采办,盛宣怀致汉冶萍公司董事会函,1910-1914
汉冶萍公司董事会,人事;吕景端;文仲明;李寿銓;汉冶萍公司;财务;陳廷绪,盛宣怀致汉冶萍公司董事会函,1910-1914
董事会诸公,合同;外籍工师;工程;李维格;横滨正金银行;汉冶萍公司;王勳,盛宣怀致董事会诸公函,1910-1914
汉冶萍公司董事会诸公,新华丰实业社;水泥厂;汉冶萍公司;王存善;疾病;码头;租借;程聴彝;财务,盛宣怀致汉冶萍公司董事会诸公函,1910-1914
包希蔺,借贷;合同;施肇曾;汉冶萍公司;王勳;财务;铁路;银行,盛宣怀致包希蔺函,1910-1914
汉冶萍公司董事会,于焌年;吴健;汉冶萍公司;物价;王勳;粤汉铁路;经费;财务;钢轨;预算;黄锡赓,盛宣怀致汉冶萍公司董事会函,1910-1914
程聴彝,合同;土地;汉冶萍公司;码头;租借;董事会;财务,盛宣怀致程聴彝函,1910-1914
麥佐之,交通部;商务;土地买卖;官商合办;汉冶萍公司;汉阳铁厂;津浦铁路;章程;粤汉铁路;财务;金融;钢轨;销售,盛宣怀致麥佐之函,1910-1914
李维格,上海;借贷;小田切万寿之助;日本;汉冶萍公司;股票;赵兴昌;轮船招商局,盛宣怀致李维格函,1910-1914
李维格,三井洋行;保安堂;储蓄;六合公司;利息;抵押;汇丰银行;汉冶萍公司;财务;首善堂,盛宣怀致李维格函,1910-1914
李维格,会议;信函;借贷;叶景葵;唐绍仪;小田切万寿之助;林志熙;楊士琦;汉冶萍公司;赵凤昌;预算,盛宣怀致李维格函,1910-1914
李维格,借贷;吕柏;吴作鏌;汉冶萍公司;生铁炉;经费;黎元洪,盛宣怀致李维格函,1910-1914
林志熙,会议;债务;吴作鏌;汉冶萍公司;矿务;股东;财务,盛宣怀致林志熙函,1910-1914
李维格,借贷;债券;契约;孙中山;小田切万寿之助;島田条太郎;房地产;横滨正金银行;汉冶萍公司;汉阳兵工厂;物价;申报;财务;铁;银行,盛宣怀致李维格函,1910-1914
李维格,三井洋行;人事;借贷;合同;富田;日本;汉冶萍公司;矿务;股票;财务;铃木;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,三井洋行;公务;合同;招商;汉冶萍公司;王勳;王正庭,盛宣怀致李维格函,1910-1914
李维格,会议;借贷;合同;小田切万寿之助;山本条太郎;汉冶萍公司;股票;董事;高木陆郎,盛宣怀致李维格函,1910-1914
李维格,会议;借贷;合同;契约;孙中山;小田切万寿之助;山本条太郎;楊士琦;楊学沂;民立报;汉冶萍公司;神州日报;股东;董事会;财务;高木陆郎;黄克强,盛宣怀致李维格函,1910-1914
李维格,三井洋行;契约;山本条太郎;广告;林志熙;汉冶萍公司;王勳;申报;股东大会;董事;高木陆郎,盛宣怀致李维格函,1910-1914
林志熙,会议;利息;叶景葵;工程师;李维格;汉冶萍公司;股东;股票;董事会;赵凤昌,盛宣怀致林志熙函,1910-1914
李维格,典当;华洋义振会;孙中山;汉冶萍公司;王勳;赈济;陳荫明,盛宣怀致李维格函,1910-1914
横滨正金银行,三井洋行;借贷;合同;日本制铁所;汉冶萍公司;物价;铁;银行;销售,盛宣怀、李维格致横滨正金银行函,1910-1914
王存善,会议;汉冶萍公司;疾病;董事会;请假,盛宣怀致王存善函,1910-1914
汉冶萍公司董事会,汉冶萍公司;股东;董事会;调查;财务,盛宣怀致汉冶萍公司董事会函,1910-1914
于焌年,借贷;合同;德国;汉冶萍公司;物价;矿务;股票;袁世凯;钢轨;铁矿;青岛,盛宣怀致于焌年函,1910-1914
于焌年,合同;吴健;抵押;梁敦彦;楊士琦;横滨正金银行;汉冶萍公司;物价;股东;财务;钢轨;销售,盛宣怀致于焌年函,1910-1914
于焌年,吴键;抵押;楊士琦;汇票;汉冶萍公司;物价;王勳;粤汉铁路;经费;股东联合会;董事会;财务;钢轨;铁;银行;预算,盛宣怀致于焌年函,1910-1914
于焌年,农商部;官商合办;汉冶萍公司;程定夷;管理;股东大会;股票,盛宣怀致于焌年函,1910-1914
于焌年,会议;借贷;叶景葵;楊士琦;汉冶萍公司;浙江铁路;王治昌;矿务;股东;钢轨,盛宣怀致于焌年函,1910-1914
于焌年,交通;会议;叶景葵;李维格;楊士琦;水泥厂;汉冶萍公司;股票;财务;轮船招商局,盛宣怀致于焌年函,1910-1914
于焌年,叶景葵;叶誉鹿;吴健;外籍工师;开工;汉冶萍公司;物价;粤汉铁路;钢轨,盛宣怀致于焌年函,1910-1914
于焌年,会见;借贷;叶恭绰;梁敦彦;汉冶萍公司;英国;詹天佑;钢轨;麥信堅,盛宣怀致于焌年函,1910-1914
詹天佑,于焌年;会见;借贷;卢成章;汉冶萍公司;物价;股东联合会;财务;钢轨,盛宣怀致詹天佑函,1910-1914
麥信坚,于焌年;冶炼;汉冶萍公司;股东联合会;詹天佑;财务;采办;钢;钢轨;铁;销售;预算,盛宣怀致麥信坚函,1910-1914
于焌年,叶景葵;叶玉甫;汇丰银行;汉冶萍公司;物价;钢轨,盛宣怀致于焌年函,1910-1914
于焌年,利息;楊士琦;汉冶萍公司;粤汉铁路;詹天佑;财务;钢轨;银行,盛宣怀致于焌年函,1910-1914
詹天佑,会见;借贷;汉冶萍公司;粤汉铁路;财务;采办;钢轨;银公司,盛宣怀致詹天佑函,1910-1914
詹天佑,制造;叶恭绰;叶景葵;汉冶萍公司;物价;第一次世界大战;财务;钢轨;陇海铁路,盛宣怀致詹天佑函,1910-1914
于焌年,会见;借贷;制造;叶恭绰;叶景葵;川粤汉铁路;汇丰银行;汉冶萍公司;物价;第一次世界大战;詹天佑;钢轨;铁;预算,盛宣怀致于焌年函,1910-1914
叶恭绰,借贷;叶景葵;粤汉铁路;财务;钢轨;铁,盛宣怀致叶恭绰函,1910-1914
于焌年,利息;吉长铁路;張绥铁路;汉冶萍公司;浙江铁路;王勳;财务;钢轨,盛宣怀致于焌年函,1910-1914
